35416	918	15619
35304	2039	14320
13971	1309	18523
18117	2037	30369
19801	2042	14529
20991	2036	11778
19735	1556	38747
36603	2046	37799
16530	1323	38503
35948	2062	18982
20730	2036	35934
37416	1020	11757
38199	1296	37993
12851	2036	11778
18418	2037	16203
12518	1650	17090
20274	1038	35693
13161	2036	13737
38045	1309	36719
35534	2043	20473
37161	1020	10848
37779	2041	14416
17136	1755	20954
38080	2037	36226
17010	1769	35935
13959	2043	37694
14023	1744	18306
11033	2037	31574
38822	1714	35175
16332	977	32490
17638	2039	34815
35938	1510	15197
38811	1515	10830
37504	1755	18156
38554	2036	12260
13631	1309	13428
13038	1613	17501
19348	2031	35641
17896	942	36222
20118	1020	37980
11780	920	20811
15642	1159	20647
11775	2036	12038
18640	1151	38901
36902	2009	30678
16851	2041	35314
11000	1249	37630
20262	942	18156
19412	1755	16745
20746	1986	20746
20324	1926	36543
17551	1650	16637
36405	1249	11554
14397	2036	18898
15660	1046	18025
35387	1309	37931
10849	1115	20082
11318	1786	15572
36910	942	19962
20822	2041	11702
37676	1659	20143
16644	2009	32066
38921	1590	18538
16947	1648	13952
36919	1556	15780
12326	2046	14957
35591	959	35386
10814	1786	13126
16613	942	13475
35637	1309	35661
36539	2051	32760
39452	1309	13407
16714	2081	36921
19181	1627	12086
18135	1125	37380
19410	1643	35911
38894	2039	20767
38585	1020	18991
11450	1786	17380
36419	1755	16745
37320	2041	17802
11109	1014	35781
19928	1408	35608
36403	2036	11278
19589	1889	34833
13529	1786	13565
38985	1136	14557
10725	2036	11778
37426	2059	31665
15613	1136	15923
18071	942	35559
16207	2041	31299
18462	2054	15010
36436	980	12420
38306	2038	31583
36467	1760	17867
14578	1650	18694
14320	1644	37088
15358	1450	16661
10588	1528	35733
11555	1253	20702
15794	1125	16436
19291	1659	16601
14825	2027	35264
17486	1125	11955
37162	942	12437
39217	1136	20432
15885	1135	11222
13889	1306	16959
11717	1428	37084
18258	980	19271
20787	2036	11309
36083	920	33826
16699	1211	20124
11751	2036	35520
14626	2036	13737
15835	2036	13737
14587	2039	31001
20519	1904	33055
11103	1323	36826
18305	959	14213
16366	2051	36355
16296	2036	16806
10818	2042	13898
35616	1786	36704
11097	980	33641
17356	2036	36931
17645	1020	13059
11326	2036	14372
35673	2051	32874
11399	1846	36058
35918	1309	35886
14049	2036	35542
35493	2036	14764
19729	1272	31934
18620	1682	11729
19054	1741	37238
12383	2081	36921
19988	2036	18549
19910	2036	12289
19933	1650	15226
16516	1650	20392
16703	2036	35898
35285	2037	12190
16681	2039	15389
16875	1169	18722
10711	1450	13817
35827	1262	11960
10923	2038	31583
19556	1741	13363
36421	1628	35451
38130	942	16744
35491	1650	11127
12968	2042	20632
20985	1709	33037
15184	1309	10620
17106	1904	37055
19731	2041	35871
13319	1806	20352
17448	1450	33685
20073	959	17283
13026	2037	35341
20942	957	20178
16500	1049	35271
37081	2037	10729
20259	1863	16613
36473	2052	10667
37068	2013	30980
18824	1309	18278
18722	1760	14947
35376	2037	15259
36015	1324	13437
35791	2009	11409
35654	1309	16881
13293	1020	36839
11415	942	34985
36562	2042	13418
12282	1741	20384
12890	1020	17913
18191	1744	11039
35794	1186	36242
12956	2056	18250
37763	2036	10542
20848	903	10744
36305	1324	17509
20248	2036	35733
13577	2036	11278
18857	2009	35205
38500	2041	11702
10817	952	32249
20171	942	20076
35262	1262	12231
13467	2036	36136
12354	2042	35596
20532	2037	31534
16767	1965	20139
14680	1741	10955
39141	2041	11702
15723	940	37454
11640	1220	11774
11773	1916	20705
35930	2041	12332
11441	980	18574
11894	1450	13785
14804	2054	31161
35594	2041	31299
17797	1741	36186
13905	1392	17708
36275	2037	36221
36165	942	17272
35545	1613	34321
10728	1962	14871
19265	1450	35890
19056	917	14503
39638	2048	13284
38006	1249	16061
39304	1613	37543
38110	1423	18396
12200	1659	12093
37988	1855	35849
20977	1309	15431
16016	1863	16720
37665	1476	19021
18096	1323	10891
18978	1289	15197
10586	980	32384
12789	2037	36379
10794	942	16759
20801	2042	39457
10632	1309	10708
19647	2036	12870
20299	2047	35191
17625	2056	34234
37685	1125	15004
13237	1136	11682
10608	2036	35372
15465	1760	33398
14160	953	30179
14870	2036	14372
18362	1744	35054
20852	1428	37590
36489	1390	14562
35597	1606	19180
38421	1786	39056
35376	1125	37799
38771	2036	14986
17407	2043	11559
37043	1926	18435
13829	1323	15786
20638	2042	15487
16746	2037	20145
14294	1125	10972
20704	1309	35802
38898	1613	19417
35903	980	34976
11524	1450	12581
11239	2031	37080
13944	1769	33855
37365	2037	20951
37545	1950	11847
19439	1130	13473
20326	1769	33012
19841	942	12315
37839	1853	15207
11962	980	13470
14849	1020	11300
15093	1450	10648
20285	2036	12511
38262	1309	16440
38527	1262	12427
36541	2036	13737
18815	2036	13737
20581	1659	18659
18187	1186	19689
19656	1516	36425
38594	980	13160
36235	1785	11227
20314	2042	34478
11945	2041	12332
36495	2037	32002
11073	942	20792
12016	942	19157
38297	2041	13463
39170	1866	32365
15736	2009	35474
10593	1262	35929
20824	2036	13737
17404	942	11926
11526	2036	18577
35345	2042	20092
18870	1038	35693
38351	1726	33396
18154	1755	35849
15699	1706	11791
20446	1650	35784
16764	1624	19747
37673	2036	11278
16508	2050	14630
38877	942	36659
19656	1306	12300
35794	2013	36242
14670	1755	12859
17227	1309	38191
13088	1186	20181
35160	1905	39464
18640	1151	15918
15517	2013	13082
19032	1450	11360
18849	1785	35889
10850	2042	34298
36492	2039	20767
12449	2036	35478
13720	1309	35507
18258	980	16029
18527	1714	36543
17653	1659	32134
12039	1786	10540
13003	1289	15197
11043	1450	13305
12299	1296	35138
11821	2042	12131
11186	977	36082
12765	1450	19458
16951	1369	17472
14051	942	38079
19176	2042	35762
38339	1755	35175
19548	1905	37900
13330	1438	33219
14959	2036	12427
18692	1905	36433
19116	942	11995
36273	920	20317
15348	1628	16948
39584	942	36147
36649	980	12704
18609	959	34730
11233	1390	31866
12123	2036	12260
19614	1186	35188
13571	1309	14772
17175	2039	16022
14548	1741	17129
20723	2037	18428
14114	1450	32236
37707	1125	10972
18568	1136	19037
18801	1450	16796
16075	1130	34139
20954	2056	17389
11499	2050	20668
17496	942	32111
15990	942	36986
17945	1650	18016
35833	2042	36414
19161	942	35636
38045	959	36719
13843	1020	12864
37699	1760	18967
35724	942	20584
36073	1737	17987
17611	1853	15207
38553	1489	13081
35805	2041	16371
12329	1390	17194
12624	1853	15207
17951	1973	13319
13773	1786	36324
19217	1962	12045
17335	1020	38141
37145	2039	12568
13406	2042	17401
15701	2036	35492
18826	1674	36661
35167	2036	35478
35445	1786	14320
14870	1786	35466
14949	1714	31371
12536	2079	15636
12151	2041	19221
11182	1151	12150
10754	2009	16039
35392	1785	15000
15700	1321	35175
13772	942	20954
17740	2041	16146
11698	1246	35553
15151	2049	18860
19209	2041	18526
11002	1186	33762
12583	1659	15929
12901	942	16245
35243	2049	16176
19417	2044	18110
18554	2036	35179
17747	1659	18523
19987	920	35219
15834	1620	11914
20998	959	19926
35767	2041	35929
14887	1450	36739
19815	1905	16911
18349	1038	37068
13440	1659	11231
11880	1590	36663
16884	980	33641
18484	1785	17537
17022	1020	35390
11616	1186	36133
36191	1309	18309
38734	942	35583
36463	2037	35606
36757	1714	35512
36924	1793	19356
13322	1650	16741
16624	1262	11169
38796	2042	35167
12415	1845	37592
19006	1510	18587
39315	1038	18156
35350	2041	35644
19329	1905	31518
14084	2037	12190
12246	1302	19177
37243	1169	37244
35271	1408	15837
19896	2050	14934
17345	2037	13359
13392	2042	14134
14719	959	17127
35345	2046	19331
18836	2071	19611
37308	2036	17924
14824	2043	12300
20672	1038	35510
20865	1224	16187
15072	942	20317
35523	2036	35309
15774	2036	14337
14346	1641	32485
36048	2037	31831
38776	1309	35411
38015	942	13220
17897	2036	11278
39107	2078	18407
13607	2045	16565
17189	2037	35910
10599	2053	38639
14445	942	20458
17908	1144	13185
37054	1450	37055
36430	942	35399
35234	1606	12632
16042	1026	32896
17785	1451	17466
11804	2041	15911
19968	1195	19820
37907	1755	18156
18857	2009	15696
13926	1982	31671
12856	1020	19707
18952	1309	36763
19036	959	16963
12295	2050	12424
12119	2054	15446
12272	980	15456
11849	1169	35612
14454	1168	17738
18781	1355	38006
16067	2043	39526
19199	2041	16834
20407	1136	14133
15617	1962	38127
11483	1103	35630
35967	1659	16786
36980	2041	11702
19242	2056	10679
13059	959	10970
35306	2043	19573
20817	1905	11535
20214	920	17509
36085	1170	38775
36550	2038	31583
14704	1020	30312
14265	1786	33661
18336	980	30587
18336	1428	16847
35682	2037	12863
12627	1650	37761
15025	2036	18577
12730	2042	14876
14555	1786	38253
36886	2036	35295
19092	1510	34737
35393	959	19150
38099	1168	35343
19604	1659	35211
37360	1136	14557
39450	1489	17066
16457	2041	14416
18872	2041	18149
19118	1510	34985
39053	918	35307
37206	1674	15973
16931	2039	13191
37940	1575	15698
15221	942	35193
14835	1863	14081
14424	1785	11499
18943	1195	35184
11497	2063	32654
38507	1020	17497
35156	1309	14618
10712	1270	13809
10717	2041	33631
14245	942	35955
36744	2051	38729
38607	2041	15359
37491	2037	20115
14155	2041	11702
35750	1509	12990
17847	2043	17520
17748	1624	30599
19518	942	35399
15929	1659	18401
38612	1168	37254
37563	2047	20658
39394	1785	34081
35714	2037	18192
10932	1309	20699
16647	2038	31583
17603	2036	20957
39121	1714	18156
14720	1659	13530
13973	2036	13737
14154	959	17273
20181	1650	14110
37803	2039	13126
11575	1741	20384
35361	1905	35362
37072	2043	16886
19032	1659	37074
17013	2047	19482
10582	1556	30578
38173	1450	37087
35168	2049	34810
12428	2036	35262
19313	1249	36433
11710	2042	13525
17166	1188	34990
19779	1606	13027
19778	1883	15207
15142	2050	18289
19848	2065	35502
19181	1215	20400
36266	1309	12016
16764	1650	30527
19303	2042	34478
17762	1905	37387
37847	1000	13439
17812	2041	35302
18170	942	30647
37223	1769	32191
38763	1324	15802
20118	942	17397
11388	1262	15691
15702	1390	36011
13883	2051	16140
10809	1674	15973
14998	1946	35204
13288	2036	35580
37336	1020	14783
13897	920	12242
38385	2042	13201
15975	1083	36575
12741	1741	14039
12647	942	12315
13073	2051	13704
11005	2043	37343
16318	1159	16848
18815	2036	35627
11710	2042	19415
15475	1628	19304
36626	1920	15914
17504	2042	30941
16508	2050	35214
36848	1889	19589
14016	942	11140
35462	1321	17939
19009	2036	12260
17955	2037	34924
35349	1744	36777
20753	1246	18156
19869	2042	14339
35367	1905	10934
11880	1659	13581
15098	1020	15549
17050	2044	36252
35161	959	11943
20098	2042	33162
12497	942	36986
14656	2031	11790
15330	2056	32404
12540	1083	35955
35443	1039	12634
17384	980	32542
18528	2039	17682
36001	1596	33185
37328	2036	35478
38555	2043	16611
19402	1889	32481
15515	2036	14372
10594	910	32313
37175	2037	20758
12746	2042	35312
17238	2037	20041
16422	1323	36576
35542	1262	11960
12821	2046	34855
16965	2009	19603
37902	2046	14870
36736	1849	36458
20461	2009	13734
18985	942	13437
17733	2037	33700
11319	1195	11863
37293	2037	16731
15407	2043	30348
19999	1741	18742
19010	2036	35478
16828	2041	16532
36959	1169	35271
20241	2042	36535
19067	1390	31935
18203	1992	19251
19987	980	32501
36587	1785	33865
35310	1741	20276
38873	1769	30755
11315	1566	39516
11178	1000	38671
20684	1323	36711
12286	2037	10851
38570	2039	14363
11404	2042	18112
35827	1528	18539
13629	2037	39231
16954	1659	18633
10825	1786	35770
16268	1650	37772
38699	942	17223
36385	2037	20457
15981	2043	19883
15903	1769	31212
18271	2043	14922
18045	2036	17053
16003	1020	18557
13550	1324	38742
18694	1905	16779
18483	2041	13252
10820	1450	18995
11633	1117	18250
35218	1946	35204
38735	2063	32654
38352	2036	14317
37070	2041	15911
12069	1186	12720
37379	1453	12215
38740	2039	20767
20822	2036	18577
39474	1408	10838
20204	2043	36399
14879	2041	36613
15305	942	35399
18441	2070	12999
14502	2036	20645
38725	1741	18044
20247	920	10899
13691	1855	18156
12019	1962	19347
11945	2036	35226
15919	1973	18340
17057	1020	35460
38854	953	30179
14631	1528	14131
13055	1186	32392
35669	1136	30970
35423	2043	36458
16888	2036	14337
35460	1760	14500
18040	1324	20700
16872	1755	35472
20526	2044	37810
12134	2036	18539
19988	2036	14337
12736	959	13404
17992	2041	31775
18222	1309	19712
36550	2038	35835
18627	1000	10825
19817	1390	38895
12695	942	18156
36270	1309	20998
11597	1741	13069
14429	2054	19462
16703	1659	15104
37325	1238	15351
12385	1014	11323
36276	1262	15691
37758	1165	17670
38444	2036	15934
35299	2036	14263
11839	1020	37786
13078	1755	31008
19533	1650	20223
13159	1606	35680
13661	917	37296
11042	1390	36164
12243	1186	38034
17089	1613	13339
20752	1650	31694
12898	2041	16834
12676	2088	11119
11568	980	17641
19007	2039	36263
15907	942	17424
37353	1992	19251
11445	2042	15730
10546	1169	13066
15036	2042	19671
36605	2036	36438
11894	1309	18415
37591	1249	12019
14195	2068	14476
14829	942	18156
20706	1020	19982
20848	1309	16979
11291	920	31246
38646	1659	12191
37857	2036	35216
38507	1755	11003
13908	1125	34298
35978	1659	37314
36127	2036	35179
18258	1428	19466
11420	2042	14341
14733	1659	34627
15674	1450	35725
11338	2041	11091
19730	975	11800
16725	1097	30850
37738	918	12315
13072	1309	16642
39220	1926	33845
15283	2041	35604
13900	2036	35492
36963	1755	20598
18637	1806	20352
14426	1566	31404
36530	1786	30711
11060	970	18385
20253	2009	19545
18658	1962	19607
14191	920	19962
37765	2036	35992
14094	2051	32075
38106	951	15695
17698	1769	11810
18613	2013	38795
19348	1186	35641
16298	1020	13613
35170	1205	15518
16232	1569	19764
18537	2036	13737
11446	2040	31775
14703	1215	37960
20253	2009	35474
15407	2043	38563
38722	1369	33029
15229	2043	13241
19411	2041	35302
16711	1020	17177
35645	1249	19502
19790	2039	13577
36890	1502	35604
17175	2054	15446
14897	1020	18089
17610	2051	35271
19987	2043	11416
11656	1031	18234
39238	942	37436
11268	2052	30238
15293	970	37592
19365	942	14174
10790	1744	37499
35459	959	36430
15229	2043	31007
18020	1741	20976
18799	1020	20009
39497	1650	17385
17713	1262	14282
13071	1450	13749
13250	1083	15197
13905	920	38282
12927	1136	15838
15875	1983	19855
12669	2041	35871
20535	1613	16315
37003	1650	11616
14794	2039	15988
16478	1375	32357
36030	2043	19174
18337	1714	12995
13117	1014	18392
20794	1136	19037
38443	2036	14443
17484	942	19242
11674	2036	15967
10919	1390	12171
20960	2037	13820
19390	2037	37400
38982	1323	12271
16851	1000	15213
13680	1309	14212
14890	1125	37217
13025	1741	36422
17452	1450	14309
16324	2043	16840
39177	2041	13252
36104	942	11003
14488	1786	35770
38527	1955	11388
12978	1889	31360
12641	2042	16839
19397	1786	30492
39345	1390	38867
14141	1125	17259
11710	2036	35179
38613	2036	14986
35728	1323	17110
10511	2036	15836
37644	1744	31769
20102	1975	36395
13654	1020	12685
18487	942	12182
38924	1556	11992
12778	1925	37072
20546	1962	15648
17758	2036	36812
20297	942	19612
16883	1309	31861
13335	1130	37904
16192	1309	12478
18514	959	19841
37033	2039	12894
38400	1186	37499
15685	2036	11778
18453	970	30985
18682	2052	35982
20476	2063	32654
19503	1125	16446
16651	1020	32139
13146	942	10770
18912	1125	36223
37523	970	20926
11511	942	18108
37518	1997	37519
12115	1606	20016
13176	1889	33118
17688	942	14364
16439	2037	32987
15097	1309	33784
11780	980	36278
20919	2042	14900
20193	1390	31627
15141	942	18156
11994	1186	14925
20250	1220	35785
38000	2043	39135
19121	1348	10715
36930	1650	35646
20527	1014	11323
14255	2052	15522
38311	959	10794
12806	918	11078
20704	1950	13074
38904	1309	37064
14886	2013	13986
16185	2053	10705
38068	1830	16876
11038	1136	39645
20425	1130	32400
19730	975	20153
14737	1014	11732
13045	1863	12172
14193	2041	15911
17231	1845	13489
12870	2059	31665
12223	2036	36107
18729	1786	11525
15532	942	18646
35793	980	36278
18070	1569	32683
35568	2036	14986
38727	970	20748
15389	2041	15359
18021	942	31579
17728	1863	38511
38692	942	11902
18443	2052	32573
14917	1267	32492
19948	1527	36323
35897	2036	35295
13960	2041	11702
10756	1785	11499
16372	1741	20384
14482	1309	16280
37086	959	19833
36896	1289	19962
14466	2036	14323
38357	959	18790
12945	2037	37779
14145	1324	35553
13510	1020	20154
14449	1450	35360
20950	942	35583
20143	1659	36506
16945	1249	16269
36102	1883	11364
16787	2041	18149
37326	1390	18362
19481	1741	20384
16654	1755	18617
36774	2041	35302
13647	2036	36138
12745	2037	17129
17153	1769	32493
20029	2054	17078
14979	1309	15536
13073	1760	30362
13033	2036	18577
37301	2041	16834
18474	1226	35219
11246	2036	14317
13009	953	30179
11037	1786	16531
36680	1786	17262
35358	1249	35357
20491	1535	17215
16971	2036	35733
38035	1714	37691
14322	1669	37209
20851	2051	37187
37531	942	12873
17712	1159	39166
38622	1262	35827
11178	1714	18156
35161	1136	15838
20864	1650	11127
35872	1905	12108
20031	1606	19820
36163	2041	35871
37334	2036	35179
19717	2036	35827
38838	1905	13327
39107	2036	14372
36092	2036	35478
38288	1717	38312
17517	1249	39037
37545	1741	14124
14116	1125	15158
37112	2036	37113
38908	1241	17977
38710	1127	36618
11365	1195	35325
17471	1125	20590
10628	2037	32712
18485	2037	17835
11545	1083	31316
37737	2009	35339
14409	1905	17511
18764	1136	14807
17955	1845	19422
14865	942	17939
12074	1408	15837
36550	2037	39438
18256	1323	10708
35879	1804	18122
35975	1020	35766
39135	1168	38559
18855	1755	16245
36695	1355	15802
16822	1020	37880
15666	1992	16827
14093	942	33314
13584	2054	13973
13673	1841	34200
18711	1195	35184
17511	1650	11879
14366	1246	16480
16001	2009	32066
12040	2036	17713
13375	1157	36279
15758	2042	18752
14774	1510	20598
13391	2041	39154
11168	1992	19781
15229	2043	19207
12167	942	30239
11044	2039	20767
36100	1020	38776
16449	1169	37055
14004	920	19650
37309	1744	35361
11044	2041	11526
18131	1348	12634
37524	2036	35478
19214	1510	33082
15465	1602	17707
35723	1130	18733
13207	2039	19737
10979	1414	33995
35529	1355	19319
39639	1020	12660
15056	1584	19794
18935	2036	14372
39300	1390	16480
13406	2046	14690
37774	1262	11778
15097	1659	35411
14459	2037	19084
35741	1220	11774
14366	1246	18353
37608	942	12873
16118	1510	35307
11773	1755	35663
38727	942	17941
12851	1125	14341
35711	1744	38651
16828	2041	31299
16547	1450	12581
10553	1838	17832
35523	2042	10608
36069	2036	11452
14761	1905	16317
37003	1905	37387
10834	959	33527
16998	2041	35604
20078	1323	38963
36102	1205	16232
18170	2037	11165
16486	1659	33797
36581	1613	17410
12910	1080	10555
13290	1020	20234
19505	1213	35621
12126	1020	33960
36534	2036	14971
11220	1905	17745
39355	1608	18820
13969	1889	19589
19098	970	34924
36824	1437	16151
13903	942	35399
16997	2043	39197
13859	2043	10734
10863	2036	11278
35350	2042	19465
16263	1860	31404
11336	1249	35355
17377	1853	15207
17117	1528	39201
13092	1905	11836
14665	2041	36060
20849	2036	35179
17257	2037	18240
12773	1985	19395
14040	1248	36745
36612	2036	35179
14709	2054	38375
19700	1125	37088
36000	1188	11496
37138	1932	35480
18664	2050	38823
12373	2036	35934
16137	1125	20632
13404	970	16125
14067	1130	14961
11417	2042	16989
17890	1613	39054
12176	1450	34328
13078	1556	16951
11137	1741	35634
17748	1992	11700
38375	2037	11821
12698	970	11725
14144	942	35399
19825	1760	35558
19815	1744	35979
13222	1020	11066
37842	2042	13525
16331	1659	35658
10586	980	18455
39413	942	36027
39443	2036	35251
12639	1932	36023
16111	912	16111
10978	2041	16834
39418	1390	16587
35525	951	17906
15790	1450	15156
10573	2043	18690
37421	1246	15802
12284	2036	35934
20713	1125	11867
36972	1428	20728
39048	1929	33270
13973	2036	35478
13585	1170	13930
36047	1309	38383
18082	1781	20837
16254	2036	11100
39326	942	20317
13015	1904	33365
16543	1741	13363
14237	1262	11278
36751	2036	35902
13151	2041	18863
15369	1955	35463
37688	2036	37178
36394	1650	35619
15170	2036	11278
37197	1905	10920
14221	1390	10723
16651	1323	37228
15232	1863	36950
36299	1650	35646
36953	1020	19756
36959	1755	12182
18593	1294	37292
37267	2066	12657
11587	2036	35478
36034	1186	17182
35390	2051	10771
38463	970	20553
14402	1168	32311
16635	1248	18467
18477	2037	13099
10820	2037	35606
16361	1786	39056
18774	2054	35857
36300	1262	32097
10771	1450	10996
35809	1786	37966
16671	1309	34382
36836	2036	36837
37525	2037	36129
16530	942	17941
19166	2043	15076
14383	1650	20392
15100	2036	14263
17715	2042	37992
12970	1476	15928
20112	1962	17992
39273	1309	35521
18697	1606	16699
19151	2041	31695
11530	1769	11592
36470	1309	20548
17462	2036	18577
13592	942	14174
13615	1769	11456
20562	1405	35274
12269	1331	20352
35543	1130	33922
12483	1659	31786
12903	2037	10602
18201	1502	38043
36990	1567	20608
38793	2036	17113
14294	2037	37707
15013	2036	35251
16191	2042	14134
20157	1760	36063
36646	2037	34924
36086	1323	35208
12380	2093	32301
16415	1169	35271
18472	1211	17748
15178	1130	14993
19866	1130	39037
14218	2046	20696
12227	1267	18084
19630	2036	35262
12614	1769	32126
36345	980	31540
35962	1249	17015
19766	2046	34879
14559	2037	32251
38233	953	30179
17285	980	13197
35321	2037	32982
13722	1786	35299
15269	1248	36241
15178	1744	30443
16526	2036	14730
38606	2039	35384
14080	1309	11350
19616	1117	14076
11733	1323	33627
35352	2043	19193
11959	970	36767
20349	1465	32290
15072	1169	36792
18617	952	32249
35917	1020	34764
20101	1211	17383
18083	2042	17709
13796	2041	19543
19580	1355	20544
20651	2043	37579
10678	2036	36090
35787	1323	17645
19842	2037	11165
35350	2042	16687
11306	1103	20352
15365	1324	15619
11591	942	20465
14843	2036	13737
17839	2047	35501
15068	2043	36617
15385	2036	12606
11481	2036	35720
12728	1324	11356
12723	1323	35220
13599	2036	35298
13506	1567	15059
